ID,ROA(A),ROA(B),ROA(C),Operating Gross Margin,Realized Sales Gross Margin,Cash flow rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Cash Flow Per Share,Operating Profit Per Share,Per Share Net profit before tax,Debt ratio %,Net worth/Assets,Operating profit/Paid-in capital,Net profit before tax/Paid-in capital,Operating profit per person,Working Capital to Total Assets,Cash/Total Assets,Current Liability to Assets,Retained Earnings to Total Assets,Total expense/Assets,CFO to Assets,Current Liability to Current Assets,Operating Funds to Liability,Net Income to Total Assets,Gross Profit to Sales,Equity to Liability,Bankrupt?
17,0.5904382904,0.5809197495,0.5359528104,0.6184508281,0.6184508281,0.4700619847,0.2174309141,0.1895411066,0.1895411066,0.1895411066,0.2330528505,0.3231590861,0.1141600847,0.1892746855,0.07872539831,0.9212746017,0.1141726513,0.1882889676,0.4005789105,0.8163635016,0.01390717094,0.04463737801,0.9488589065,0.04001848553,0.6006552198,0.01815663757,0.3544645951,0.8266420412,0.618451696,0.04882192752,0
18,0.55980157,0.5586487499,0.5040705894,0.5983438793,0.5983438793,0.4684431695,0.09555623039,0.1751295773,0.1751295773,0.1751295773,0.2200056727,0.3271910589,0.1021089488,0.1760186789,0.1413368806,0.8586631194,0.1021137655,0.1750622125,0.4017548224,0.7665802512,0.01280128502,0.08741314147,0.935009282,0.02000279983,0.6217930717,0.04008366267,0.3531374311,0.8062639146,0.5983449638,0.02595322299,0
19,0.5437200174,0.5336474115,0.4873982353,0.6362588103,0.6362516035,0.465163601,0.4416438911,0.1764780245,0.1764780245,0.1764780245,0.217452964,0.3199052133,0.1027603615,0.1745123145,0.07748586631,0.9225141337,0.1027570147,0.1735314079,0.3932520748,0.8090732012,0.0935031389,0.05477159596,0.9335639709,0.08729596253,0.5838054846,0.02193686106,0.3481283819,0.8025518494,0.6362559411,0.04962245528,0
20,0.5455734845,0.5346645966,0.485253254,0.6221767394,0.6222560141,0.4882413628,0.2610588116,0.1891197168,0.1891197168,0.1891197168,0.2193438593,0.322946877,0.1012132562,0.1761693154,0.09635093872,0.9036490613,0.1011692478,0.1752054898,0.3983175414,0.789153248,0.03192408648,0.01254828058,0.9397651397,0.02352948285,0.5968018032,0.0109407284,0.3508286152,0.8046390121,0.6221771905,0.03950700469,0
21,0.5644897514,0.553027464,0.5045580851,0.6074460572,0.6074460572,0.4706440871,0.2089280292,0.1854536261,0.1854536261,0.1854536261,0.2253947244,0.3270849544,0.1074016774,0.1816675454,0.1007346495,0.8992653505,0.1074226065,0.1806651082,0.397910495,0.8473458616,0.139413215,0.0685261041,0.9379208049,0.03349037768,0.6234894894,0.01861294318,0.3584786393,0.8140118827,0.6074414372,0.03768008635,0
22,0.5636720454,0.5690347449,0.5120167699,0.6189336831,0.6189336831,0.4706524748,0.005567365118,0.1769836922,0.1769836922,0.1769836922,0.2232201948,0.3296314635,0.1100073284,0.1774497251,0.146506636,0.853493364,0.1100363151,0.1764949853,0.3940096334,0.7641448835,0.03827230258,0.07763949036,0.9362238018,0.05678655211,0.6313444857,0.04039478383,0.3547229846,0.8089764272,0.6189331709,0.02491460498,0
23,0.5481356302,0.5404464907,0.49485692,0.6095071996,0.6095071996,0.4642644456,0.4176536087,0.1844001517,0.1844001517,0.1844001517,0.2189656802,0.3293838863,0.1091930625,0.1738344506,0.1930344348,0.8069655652,0.1091487941,0.1728602669,0.3963388435,0.7340303665,0.2078663895,0.1487909991,0.9385612335,0.02305698048,0.6042241738,0.0552426751,0.3470348013,0.7981036293,0.6095079703,0.01800512461,0
24,0.5613824684,0.5525991755,0.5099692878,0.6029562259,0.6029562259,0.4646033064,0.3069136552,0.1728962117,0.1728962117,0.1728962117,0.221896568,0.3282521044,0.1138343783,0.1782782255,0.1945158267,0.8054841733,0.1138306708,0.1773094035,0.3980461772,0.7458113163,0.01786083863,0.1471429548,0.9338835621,0.02884647026,0.6084120928,0.05017065118,0.3476571301,0.8034446454,0.6029515077,0.01783920063,0
25,0.5036524204,0.4955297393,0.4449861064,0.6117629254,0.6118061661,0.4668730027,0,0.1613079938,0.1613079938,0.1613079938,0.2035548832,0.320435736,0.0938848628,0.1606537621,0.1467484959,0.8532515041,0.09390623219,0.1596787573,0.3908550236,0.7529919823,0.0149537657,0.04465163343,0.923742746,0.02987882421,0.5873884707,0.04550391954,0.3454508165,0.7729088847,0.611760575,0.02486872854,0
26,0.5636175316,0.5686064564,0.5192804563,0.6265440551,0.6265440551,0.4710584367,0.2310962648,0.1792170579,0.1792170579,0.1792170579,0.2242601872,0.3257763316,0.1083787965,0.1796339535,0.09205792545,0.9079420746,0.1084078362,0.1786969308,0.395502137,0.7469120995,0.02600642233,0.06607320307,0.942045501,0.05310081799,0.6239428289,0.05148137597,0.3602325257,0.8129736441,0.62654338,0.04146496574,0
27,0.5930549498,0.5924835377,0.5474089602,0.6097378169,0.6097378169,0.4958808284,0.2137868205,0.1826303148,0.1826303148,0.1826303148,0.2284201569,0.3318950272,0.1115544337,0.1859606839,0.03609759047,0.9639024095,0.1115752276,0.1849860493,0.4031907917,0.8390022749,0.1062960043,0.03837335082,0.943096297,0.02120355895,0.6881848188,0.01339330662,0.4377558862,0.8301764053,0.6097326349,0.104842365,0
28,0.563944614,0.5505648054,0.5008531175,0.6020265498,0.6022932011,0.4738884276,0.1963761514,0.1779528886,0.1779528886,0.1779528886,0.2205729413,0.3252458089,0.09714192655,0.1784288619,0.08957886144,0.9104211386,0.09713876268,0.1774903853,0.3928676421,0.8194444664,0.007991228921,0.0494640841,0.9376858476,0.02095119387,0.6221495826,0.01880218338,0.3601453492,0.8121002855,0.6020270357,0.0426818999,0
29,0.4702354993,0.4637828578,0.4161263589,0.599115006,0.599115006,0.4602467645,0,0.1562091779,0.1562091779,0.1562091779,0.1778387066,0.3131852585,0.09852617865,0.1396399789,0.2196087916,0.7803912084,0.09854739688,0.1386245381,0.3941000882,0.7037302562,0.008266417002,0.1982850952,0.9089476977,0.05308955311,0.5437399153,0.06581585308,0.3376875379,0.7504308392,0.599110129,0.01534859513,1
30,0.5360335805,0.5144279672,0.4621947058,0.5999870278,0.5999870278,0.4589835854,0,0.1455058784,0.1455058784,0.1455058784,0.2025148908,0.312690104,0.09193062454,0.1655494464,0.2288901654,0.7711098346,0.09191134561,0.1645652666,0.3898147939,0.6733251407,0.01106091355,0.1410365576,0.8684607173,0.0224017066,0.5332211225,0.1248827102,0.3363708955,0.7870815622,0.5999836437,0.01456157128,1
31,0.5444832098,0.5296857433,0.4760883342,0.618868822,0.618868822,0.4632092801,0,0.1586953774,0.1586953774,0.1586953774,0.2110239198,0.3223456179,0.1024346552,0.1699932214,0.2082413762,0.7917586238,0.1024231765,0.1689917804,0.3941000882,0.6970451113,0.02307051968,0.1444647557,0.9083301789,0.0553442034,0.588965229,0.08266607189,0.3442952017,0.7960226664,0.6188638981,0.01640393091,0
32,0.5707043175,0.5598265432,0.5058743236,0.6011689416,0.6011761484,0.4644590389,0.07703208827,0.1770258312,0.1770258312,0.1770258312,0.2253947244,0.3212845724,0.1032489211,0.1792573624,0.1168485655,0.8831514345,0.1030827104,0.1782067717,0.3959091834,0.7854272011,0.006430036105,0.08802751105,0.9374735398,0.02612448675,0.5896580994,0.03344183208,0.3472325531,0.8141021444,0.6011691052,0.03208574078,0
33,0.5447557785,0.5405000268,0.4863744942,0.6034751149,0.6034751149,0.4657540911,0.03998380403,0.1858750158,0.1858750158,0.1858750158,0.2182093221,0.3210369951,0.09323345004,0.1730812684,0.06233938991,0.9376606101,0.09319784389,0.1720910942,0.3910246263,0.7998907514,0.1099419003,0.06298523187,0.9371017644,0.02979768275,0.5901300132,0.02569035941,0.3528424587,0.802923478,0.6034738849,0.06188660314,0
34,0.5509158308,0.5485839713,0.4943694243,0.5991077992,0.5991077992,0.4636521477,0.09383540844,0.174033964,0.174033964,0.174033964,0.2186820459,0.3209308906,0.1082159433,0.1736084959,0.1241043625,0.8758956375,0.1082042764,0.1726566624,0.3957621944,0.8261808084,0.009640278207,0.1079731411,0.9347303365,0.04070110917,0.5872527517,0.0270097755,0.3462646022,0.8030657443,0.5991066147,0.03002355748,0
35,0.5645442652,0.5250281064,0.4751620923,0.6142780957,0.6142780957,0.4667572532,0,0.1801862543,0.1801862543,0.1801862543,0.2135766285,0.3197637405,0.09608338083,0.1776756797,0.1226229706,0.8773770294,0.09609653623,0.1766985898,0.3925962778,0.7531311066,0.001818174317,0.02682492642,0.9382337887,0.03023727314,0.5780650516,0.04356997275,0.3440303741,0.8112573832,0.6142772142,0.03043123414,0
36,0.5163541212,0.5171047701,0.4629259494,0.6227028352,0.6225298722,0.4639406826,0,0.1661118368,0.1661118368,0.1661118368,0.2097948379,0.3196930042,0.09714192655,0.1644196731,0.1392810714,0.8607189286,0.09710619311,0.1634718347,0.3932068474,0.7520310739,0.03464994788,0.06688640038,0.9274071087,0.04444513232,0.5804277578,0.04714616763,0.3441596513,0.7843848788,0.622697745,0.02638735687,0
37,0.541321413,0.529310991,0.4789158095,0.6070424768,0.6070064429,0.4635682712,0.5448932078,0.167502423,0.167502423,0.167502423,0.2149948,0.3195515314,0.1008061233,0.1717255404,0.1472019833,0.8527980167,0.1007946977,0.1707789759,0.3978652676,0.7846585938,0.04210421263,0.06678989893,0.9305394982,0.02688566593,0.5780926252,0.03071111624,0.3434860222,0.797743521,0.607041508,0.02478087823,0
38,0.5394679459,0.5308635366,0.4810607907,0.6008806699,0.6008806699,0.4675524018,0,0.1721798491,0.1721798491,0.1721798491,0.2153729791,0.3201527905,0.09689764677,0.1706710853,0.09538349911,0.9046165009,0.09691891804,0.1696629213,0.393240768,0.8211572039,0.05516302155,0.03691093925,0.9321021194,0.02271119696,0.5858085683,0.01530361363,0.3474239231,0.7981738975,0.6008763975,0.03993516997,0
39,0.5480266027,0.5441404786,0.4862282455,0.5984447744,0.5984447744,0.4717093178,0,0.1771101091,0.1771101091,0.1771101091,0.2122530018,0.3214260451,0.09461770214,0.1712736311,0.08008586027,0.9199141397,0.09463904767,0.1703114396,0.3913638317,0.8009665503,0.02543443151,0.03184253311,0.9343633182,0.01415241709,0.5953181411,0.01739001308,0.3522316437,0.8013715697,0.5984402765,0.04795994156,0
40,0.571631051,0.549226404,0.5078243065,0.6253261073,0.6253261073,0.4691510866,0.302560988,0.1748767435,0.1748767435,0.1779107497,0.2216129337,0.324503077,0.1136715251,0.183927092,0.1188741422,0.8811258578,0.1136515381,0.1821280446,0.4074647792,0.7732002258,0.00423350685,0.06203195907,0.9328530377,0.05338654384,0.6093379645,0.03428225509,0.3522015551,0.8157310851,0.6253266348,0.0314853592,0
41,0.5626907981,0.5415172118,0.4891532199,0.6044119979,0.6044119979,0.461857192,0,0.1850743753,0.1850743753,0.1850743753,0.2206674861,0.3178538587,0.09535054149,0.1766212247,0.06902076972,0.9309792303,0.09534743596,0.1756805671,0.3924719025,0.7465859218,0.05451523815,0.04978935752,0.9421002883,0.009311911538,0.5667293681,0.05298949268,0.3415953019,0.8114263008,0.6044099722,0.05585778159,0
42,0.5668883559,0.5590770384,0.5111880271,0.61817697,0.61817697,0.4667320903,0.2357526065,0.1869706291,0.1869706291,0.1869706291,0.2254892692,0.3222395133,0.1072388242,0.1812156361,0.08664631012,0.9133536899,0.1072434739,0.18026544,0.397401687,0.801107925,0.04966526136,0.06116037969,0.945429866,0.04263375187,0.5949515482,0.02504104178,0.3512700752,0.8135677603,0.6181778095,0.04419508087,0
43,0.5758831225,0.5764227207,0.5230341735,0.6003473674,0.6003473674,0.4669166184,0.1221783581,0.178964224,0.178964224,0.178964224,0.2283256122,0.3271203226,0.1121244198,0.1830232733,0.1379810745,0.8620189255,0.1120963408,0.1820224719,0.41638588,0.7515693147,0.01855217115,0.1049749265,0.9384963809,0.0182407389,0.6183807037,0.04782057086,0.3526717763,0.8162565919,0.6003431931,0.02667395646,0
44,0.5534234627,0.5529203919,0.5088480476,0.6357183009,0.6357183009,0.4680254649,0.3901204575,0.1744132148,0.1744132148,0.1744132148,0.2228420157,0.3229822452,0.1050403062,0.1775250433,0.09115095081,0.9088490492,0.1050287427,0.1765251489,0.3937156555,0.7959265404,0.08480826609,0.07021803665,0.9351800584,0.08487932392,0.6078612355,0.02798922144,0.355067082,0.8075726288,0.6357176375,0.04190581336,0
45,0.54900785,0.5389474811,0.4889582216,0.6243171565,0.6242883293,0.4871828422,0.2166211155,0.1870970461,0.1870970461,0.1870970461,0.2205729413,0.3219211997,0.1026789349,0.1769224976,0.09423466457,0.9057653354,0.1026348788,0.1759294171,0.4006580584,0.7754794142,0.008047887185,0.01094713477,0.9405551399,0.0234604462,0.591717759,0.01378804464,0.3494080857,0.8066665377,0.624317901,0.04044989678,0
46,0.5635085041,0.5458536324,0.5021206064,0.6088657951,0.6088657951,0.4686964764,0.2958801498,0.1852007922,0.1852007922,0.1852007922,0.2228420157,0.324892127,0.1120429932,0.1826466822,0.09967651238,0.9003234876,0.1120556288,0.1816529673,0.4006806721,0.8553045126,0.1336049395,0.06767707713,0.9376698991,0.04379226099,0.6105191401,0.01756790848,0.3546952238,0.8135804033,0.608863792,0.03810521247,0
47,0.5633449629,0.5723539804,0.523082923,0.620944378,0.620944378,0.471281548,0.2810001012,0.1787535291,0.1787535291,0.1787535291,0.2257729035,0.331470609,0.1166843091,0.1810649996,0.1419415304,0.8580584696,0.1167049359,0.1801221627,0.3950385563,0.7645475797,0.05139045352,0.08357791662,0.9375435566,0.05832785673,0.6413027983,0.04068629539,0.3573267698,0.8099000258,0.6209407266,0.02582930525,0
48,0.5505342346,0.539804058,0.4933456832,0.6102062584,0.6102062584,0.4602685723,0.250126531,0.1854114871,0.1854114871,0.1854114871,0.2195329489,0.312301054,0.1041446136,0.1753408149,0.2011065091,0.7988934909,0.1041575065,0.1743684488,0.3948689537,0.7366285465,0.09986267987,0.1547353,0.9391197043,0.0225617309,0.5485822092,0.05379309032,0.3381716214,0.7998416845,0.6102021196,0.01712513732,0
49,0.5597470563,0.5491728679,0.5056305757,0.6045633405,0.6045633405,0.4637142162,0.2442554914,0.1725169609,0.1725169609,0.1725169609,0.2184929564,0.3246445498,0.1113915805,0.1760939971,0.1846600357,0.8153399643,0.1114042373,0.1751527034,0.3975712897,0.741778104,0.008639336634,0.1488635361,0.9329661882,0.03000308752,0.5966635799,0.05178338637,0.3460462166,0.8026379508,0.6045643001,0.01899811018,0
50,0.527202355,0.5225119118,0.4695558914,0.6194021246,0.61952464,0.4643265142,0,0.1595381568,0.1595381568,0.1595381568,0.2124420913,0.319657636,0.09828189887,0.1667545379,0.1542159204,0.8457840796,0.09830312505,0.1657944348,0.394552362,0.7327404209,0.01418868251,0.06182891774,0.9211574003,0.02896796058,0.5814535261,0.07117317122,0.3440342074,0.7881256402,0.6194029124,0.02349135599,0
51,0.5615460096,0.568178168,0.5237166675,0.6264143329,0.6264143329,0.4710500491,0.3539831967,0.1794277527,0.1794277527,0.1794277527,0.2238820081,0.3268373771,0.1111473007,0.1803871356,0.09160443813,0.9083955619,0.1111599655,0.1794133172,0.3965310599,0.7399148372,0.0335859206,0.07444981324,0.9417524143,0.04929907956,0.6313684083,0.0575078521,0.3627844897,0.8113288975,0.6264133255,0.04168020883,0
52,0.5648713476,0.568178168,0.5219129333,0.6092909958,0.6092405483,0.4688961023,0.2854539933,0.1786692512,0.1786692512,0.1786692512,0.2216129337,0.3219565679,0.1081345167,0.1785041802,0.05184871663,0.9481512834,0.1080984253,0.1775507126,0.4025236878,0.8207654921,0.1148420243,0.05489849502,0.9374104543,0.02498379903,0.6029179743,0.01978951726,0.3623534328,0.8128264292,0.609287662,0.0742659977,0
53,0.5596925425,0.5506718775,0.5031930971,0.6035904236,0.6030715346,0.4671028241,0.2732057901,0.1793856138,0.1793856138,0.1793856138,0.221896568,0.3225224588,0.09852617865,0.1783535437,0.0939021072,0.9060978928,0.09853111209,0.177354649,0.3937721897,0.7972771173,0.008846650059,0.06661781401,0.9363009047,0.015704432,0.5999441441,0.02701680686,0.352099142,0.8096613627,0.6035863157,0.04060105366,0
54,0.5165721762,0.5055945179,0.453029786,0.5969457617,0.5969529685,0.4622430236,0,0.1567991235,0.1567991235,0.1567991235,0.2001512716,0.3189149042,0.09412914258,0.1580176245,0.2103576503,0.7896423497,0.09410164965,0.1570168162,0.3901766129,0.7151235093,0.00555943792,0.08979844278,0.9208824885,0.01597916011,0.5717003752,0.08645832303,0.3417019484,0.7770944664,0.5969464663,0.01619890877,1
55,0.5388137811,0.517051234,0.4720908692,0.5973925828,0.5973925828,0.4613774188,0,0.1482027727,0.1482027727,0.1482027727,0.2060130472,0.317535545,0.0951876883,0.1679596294,0.2352994528,0.7647005472,0.09516830329,0.1673101576,0.3919178671,0.6623599625,0.02032685285,0.2018941378,0.9128259403,0.02019519216,0.5644452746,0.09480622034,0.340628505,0.791982245,0.597393771,0.01405421588,1
56,0.0571849106,0.05482092189,0.06693316433,0.6018607936,0.6018607936,0.4582639256,0,0.1200117989,0.1200117989,0.1200117989,0.08423938735,0.3084812902,0.06619982086,0.06748512465,0.3213713456,0.6786286544,0.06699561939,0.07245305784,0.3702087244,0.6923750341,0.2109152121,0.2522979626,0.8419663782,0.2037062534,0.4918128708,0.06528574913,0.3335386831,0.5256509521,0.6018571148,0.009178169568,1
57,0.4672917575,0.4534503988,0.4066689416,0.5959944652,0.5959944652,0.4596059485,0,0.1515317517,0.1515317517,0.1515317517,0.1750023636,0.3115936903,0.06986401759,0.141372298,0.2214529734,0.7785470266,0.06984545736,0.1403514064,0.3687614482,0.6762797362,0.04992771998,0.1984801376,0.9150311124,0.06889950985,0.5319291327,0.08335778781,0.3360485476,0.7465859969,0.595993936,0.01518554644,1
58,0.5443196686,0.5364312865,0.4822307805,0.6180832817,0.6180832817,0.4625718192,0,0.1560827609,0.1560827609,0.1560827609,0.2156566134,0.3197991087,0.1008061233,0.17089704,0.2028599933,0.7971400067,0.1008109825,0.1698363623,0.393749576,0.7238550404,0.03029460994,0.1128833132,0.9035444939,0.05691608071,0.5769737477,0.06577270933,0.3425496393,0.7975850814,0.6180837464,0.01694302545,0
59,0.5501526385,0.5403394186,0.4885194755,0.6007365341,0.6007581545,0.4628989373,0.1709687215,0.1833888163,0.1833888163,0.1833888163,0.2209511204,0.3207186815,0.1056102923,0.1765459065,0.141548508,0.858451492,0.1041412217,0.1746097579,0.3960222519,0.7671629096,0.01602841612,0.1144935765,0.9363478166,0.02833634889,0.5806172437,0.04156885146,0.3441466553,0.8047055307,0.6007370204,0.02591254713,0
60,0.5334169211,0.5278119814,0.4764783308,0.6046354084,0.6046354084,0.4672571568,0.495191821,0.1812818676,0.1812818676,0.1812818676,0.2150893448,0.3199759496,0.09510626171,0.1709723582,0.04163013574,0.9583698643,0.09511944892,0.1699871805,0.3919065602,0.8206790318,0.09915234073,0.03840177259,0.9420436638,0.03167794046,0.5855980838,0.01579418134,0.3552014824,0.7973897467,0.6046324907,0.09171005431,0
61,0.5189162669,0.5474597141,0.4881294789,0.5979475057,0.5979475057,0.4674316197,0,0.1681766466,0.1681766466,0.1681766466,0.2188711355,0.3230529815,0.09974757756,0.1646456278,0.1224113432,0.8775886568,0.09976875601,0.1636905211,0.3933199159,0.8468802723,0.03391996254,0.07603707474,0.9288237263,0.04497254681,0.6072368351,0.01987791361,0.3513525076,0.7860426875,0.5979440895,0.03048574408,0
62,0.5478630615,0.516141121,0.4691658948,0.6104729097,0.6104729097,0.4677386075,0.1091203563,0.1760987738,0.1760987738,0.1760987738,0.210551196,0.3199759496,0.09665336699,0.1736838141,0.1162136832,0.8837863168,0.09665836142,0.1726642033,0.3932859953,0.7555039833,0.002179609746,0.0273096421,0.9341881859,0.03120417452,0.5808208952,0.04015042107,0.3449367038,0.8029784689,0.6104717744,0.03227629547,0
