ID,Source Port,Destination Port,NAT Source Port,NAT Destination Port,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received,Action,test,nancount
53365,30188.0,1381.0,10671.0,1381.0,324.0,150.0,,,1200.0,1.0,1.0,allow,0,2
50963,27005.0,30000.0,59167.0,30000.0,913.0,126.0,787.0,2.0,30.0,1.0,1.0,allow,0,0
40507,61933.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,0
60721,,,0.0,0.0,66.0,,0.0,,,1.0,,drop,0,6
15150,,445.0,0.0,0.0,70.0,,0.0,1.0,,1.0,0.0,drop,0,3
52925,51784.0,34568.0,52434.0,34568.0,,66.0,0.0,,5.0,1.0,0.0,allow,0,2
11246,52116.0,64692.0,3805.0,64692.0,70.0,70.0,,1.0,5.0,1.0,0.0,allow,0,1
16079,54950.0,443.0,18760.0,443.0,5281.0,1393.0,3888.0,22.0,16.0,,9.0,allow,0,1
51026,53985.0,445.0,,,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,2
13200,56612.0,53.0,25509.0,53.0,,87.0,187.0,4.0,,2.0,,allow,0,3
54823,53805.0,,64828.0,443.0,499.0,425.0,,4.0,0.0,3.0,1.0,allow,0,2
13660,56337.0,53.0,29643.0,53.0,268.0,89.0,,4.0,45.0,,2.0,allow,0,2
1736,33041.0,443.0,60563.0,,12375.0,,,28.0,49.0,13.0,15.0,allow,0,3
65054,,445.0,,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,2
24388,3478.0,,0.0,0.0,,455.0,0.0,1.0,0.0,1.0,,deny,0,3
24249,65404.0,53.0,9178.0,53.0,198.0,110.0,88.0,2.0,30.0,1.0,1.0,allow,0,0
64202,50652.0,445.0,0.0,,,66.0,0.0,,0.0,,0.0,drop,0,4
9851,55957.0,53.0,35891.0,53.0,178.0,,84.0,2.0,29.0,1.0,1.0,allow,0,1
14011,52374.0,,0.0,0.0,,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,2
54129,51192.0,15503.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,,0.0,deny,0,1
56656,56111.0,53.0,45505.0,53.0,179.0,94.0,,,30.0,1.0,1.0,allow,0,2
14105,,443.0,29605.0,443.0,7187.0,,,20.0,18.0,10.0,10.0,allow,0,3
2606,56020.0,53.0,55046.0,53.0,168.0,86.0,,2.0,30.0,1.0,,allow,0,2
18776,56100.0,53.0,6720.0,53.0,216.0,110.0,106.0,2.0,30.0,1.0,1.0,allow,0,0
62756,,53.0,11861.0,53.0,216.0,,106.0,2.0,31.0,,1.0,allow,0,3
11238,,443.0,44182.0,443.0,4987881.0,,4842992.0,5257.0,85.0,1888.0,,allow,0,3
9327,37660.0,443.0,48083.0,443.0,3354.0,2353.0,1001.0,,45.0,,7.0,allow,0,2
18981,64595.0,64147.0,0.0,0.0,66.0,66.0,,1.0,,,0.0,deny,0,3
58680,52283.0,445.0,,0.0,66.0,66.0,0.0,1.0,0.0,1.0,,drop,0,2
12310,50007.0,53.0,43367.0,53.0,,110.0,106.0,,30.0,1.0,1.0,allow,0,2
16535,56365.0,443.0,,443.0,3734.0,1750.0,,24.0,,12.0,12.0,allow,0,3
50875,48279.0,,0.0,0.0,368.0,156.0,212.0,5.0,,3.0,2.0,allow,0,2
62743,64814.0,53.0,,,243.0,94.0,149.0,2.0,30.0,1.0,1.0,allow,0,2
25533,37635.0,443.0,,443.0,4883.0,,3556.0,,,9.0,9.0,allow,0,4
15151,55079.0,25174.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,,0.0,deny,0,1
20318,62653.0,,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,drop,0,1
51666,54135.0,445.0,0.0,0.0,,66.0,0.0,1.0,,1.0,0.0,drop,0,2
65202,52558.0,,32057.0,443.0,3530.0,,2528.0,12.0,120.0,6.0,6.0,allow,0,2
20823,28221.0,37965.0,0.0,,62.0,62.0,0.0,1.0,,1.0,,deny,0,3
9587,64260.0,53.0,38791.0,53.0,211.0,78.0,133.0,,30.0,1.0,1.0,allow,0,1
60477,59731.0,443.0,4869.0,443.0,384.0,166.0,218.0,2.0,,1.0,1.0,allow,0,1
15265,63624.0,445.0,,0.0,,,,1.0,0.0,1.0,0.0,drop,0,4
23787,60951.0,,8364.0,443.0,11464.0,5499.0,,54.0,15.0,29.0,25.0,allow,0,2
20564,56728.0,443.0,,443.0,8652.0,2148.0,6504.0,20.0,15.0,11.0,9.0,allow,0,1
38474,34746.0,443.0,,443.0,,14149.0,,398.0,,203.0,195.0,allow,0,4
43994,56275.0,445.0,0.0,0.0,66.0,66.0,,1.0,0.0,,,drop,0,3
3286,,50584.0,0.0,0.0,,62.0,0.0,1.0,,1.0,0.0,deny,0,3
56753,59378.0,50584.0,0.0,0.0,,66.0,0.0,1.0,,1.0,0.0,deny,0,2
56276,52420.0,445.0,0.0,0.0,70.0,70.0,,1.0,0.0,1.0,0.0,drop,0,1
10946,60049.0,,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,deny,0,1
7660,58638.0,5900.0,0.0,0.0,,62.0,0.0,1.0,0.0,,0.0,deny,0,2
8020,,445.0,,0.0,66.0,66.0,0.0,1.0,0.0,,0.0,drop,0,3
32660,49041.0,,30685.0,443.0,5144.0,847.0,,,,9.0,7.0,allow,0,4
32171,,53.0,47231.0,53.0,,110.0,106.0,2.0,,1.0,1.0,allow,0,3
33612,63895.0,,7105.0,43729.0,70.0,70.0,0.0,1.0,4.0,1.0,,allow,0,2
64788,,80.0,47950.0,80.0,318.0,,,6.0,26.0,4.0,2.0,allow,0,3
48511,,,16697.0,,166.0,86.0,80.0,,31.0,1.0,,allow,0,5
34013,53320.0,443.0,39301.0,443.0,,3050.0,27746.0,60.0,30.0,32.0,28.0,allow,0,1
45524,55504.0,,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,,drop,0,2
32832,52458.0,443.0,42668.0,443.0,4550.0,1777.0,2773.0,17.0,135.0,8.0,9.0,allow,0,0
64456,53534.0,40960.0,13903.0,40960.0,320.0,140.0,,,6.0,,3.0,allow,0,3
7022,58638.0,5900.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,,0.0,deny,0,1
49446,59465.0,445.0,0.0,,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,1
38811,49319.0,,1935.0,53.0,166.0,86.0,,2.0,29.0,1.0,1.0,allow,0,2
56253,52837.0,,0.0,0.0,66.0,66.0,0.0,1.0,,1.0,0.0,drop,0,2
11363,,445.0,0.0,0.0,70.0,,0.0,1.0,0.0,1.0,0.0,drop,0,2
64594,55152.0,445.0,0.0,,70.0,,,1.0,0.0,1.0,0.0,drop,0,3
10043,65069.0,445.0,,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,drop,0,1
37580,20409.0,23.0,,0.0,,60.0,0.0,1.0,0.0,,0.0,deny,0,3
11678,50337.0,53.0,,,260.0,106.0,,,30.0,1.0,1.0,allow,0,4
58361,56598.0,443.0,16755.0,443.0,8630.0,2126.0,6504.0,20.0,15.0,,9.0,allow,0,1
9230,53524.0,445.0,0.0,,70.0,70.0,0.0,1.0,0.0,,0.0,drop,0,2
44143,55886.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,0
14385,56326.0,,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,,deny,0,2
47534,,44847.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,deny,0,1
44587,54350.0,443.0,59930.0,443.0,15567.0,5964.0,9603.0,27.0,21.0,14.0,13.0,allow,0,0
41660,55281.0,53.0,,53.0,236.0,94.0,142.0,2.0,30.0,1.0,,allow,0,2
23234,57762.0,25174.0,0.0,0.0,,,,1.0,0.0,1.0,0.0,deny,0,3
21855,62085.0,445.0,0.0,0.0,70.0,70.0,,1.0,0.0,1.0,0.0,drop,0,1
35245,60355.0,443.0,30669.0,443.0,5341.0,2434.0,2907.0,19.0,135.0,,10.0,allow,0,1
55665,57583.0,445.0,0.0,0.0,70.0,70.0,,1.0,0.0,1.0,0.0,drop,0,1
33230,56181.0,53.0,2631.0,53.0,784.0,,,2.0,29.0,,1.0,allow,0,3
27501,58554.0,80.0,58554.0,80.0,348.0,132.0,,6.0,,,,allow,0,4
10243,,,55342.0,5222.0,,1007.0,,27.0,68.0,11.0,16.0,allow,0,4
31168,23553.0,,,0.0,,62.0,0.0,,,1.0,0.0,deny,0,5
6464,49346.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,,0.0,drop,0,1
52134,58721.0,,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,deny,0,1
45186,54530.0,35440.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,deny,0,0
48538,49787.0,53.0,,53.0,193.0,102.0,,2.0,30.0,1.0,1.0,allow,0,2
17594,35191.0,53.0,,53.0,825.0,99.0,,2.0,31.0,1.0,1.0,allow,0,2
1714,49126.0,443.0,33194.0,,3800867.0,,3723114.0,3263.0,625.0,,,allow,0,4
47613,51032.0,,0.0,0.0,,66.0,0.0,,0.0,1.0,0.0,deny,0,3
56679,49160.0,1025.0,14161.0,1025.0,868.0,150.0,718.0,4.0,,,2.0,allow,0,2
6003,50637.0,36237.0,,,,62.0,0.0,,0.0,1.0,0.0,deny,0,4
10068,,,0.0,0.0,,70.0,0.0,1.0,0.0,,0.0,drop,0,4
54157,52945.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,,0.0,drop,0,1
62111,,443.0,59973.0,443.0,37539.0,4310.0,33229.0,63.0,51.0,27.0,36.0,allow,0,1
30924,59874.0,445.0,,0.0,,66.0,0.0,1.0,0.0,1.0,0.0,drop,0,2
58390,49418.0,27018.0,,27018.0,259.0,,188.0,2.0,31.0,1.0,,allow,0,3
5734,,32965.0,0.0,,,,0.0,1.0,,1.0,0.0,deny,0,5
20133,49206.0,53.0,3418.0,53.0,448.0,184.0,264.0,6.0,30.0,3.0,,allow,0,1
38558,39244.0,36829.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny,0,0
11975,,35993.0,0.0,0.0,,66.0,0.0,1.0,0.0,1.0,0.0,deny,0,2
20233,62681.0,445.0,0.0,0.0,,66.0,0.0,1.0,,1.0,0.0,drop,0,2
41783,16687.0,10214.0,,,,66.0,0.0,1.0,0.0,1.0,0.0,deny,0,3
13556,,25174.0,,0.0,,66.0,0.0,1.0,0.0,1.0,0.0,deny,0,3
37794,56489.0,,32825.0,53.0,,94.0,84.0,2.0,,1.0,1.0,allow,0,3
25201,49365.0,53.0,34232.0,53.0,199.0,,105.0,2.0,31.0,1.0,1.0,allow,0,1
15363,63589.0,445.0,0.0,0.0,70.0,70.0,0.0,,,1.0,0.0,drop,0,2
16253,51878.0,443.0,1905.0,443.0,7241.0,1972.0,5269.0,28.0,68.0,16.0,12.0,allow,0,0
41186,55411.0,53.0,35188.0,53.0,200.0,94.0,106.0,2.0,30.0,1.0,1.0,allow,0,0
58272,59940.0,50584.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,,,deny,0,2
14947,,445.0,,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,2
41778,58664.0,64147.0,0.0,0.0,66.0,66.0,0.0,1.0,,1.0,0.0,deny,0,1
39144,56957.0,443.0,26018.0,443.0,4359.0,924.0,3435.0,15.0,59.0,9.0,,allow,0,1
46355,48817.0,30201.0,48817.0,30201.0,469.0,150.0,,2.0,1200.0,1.0,1.0,allow,0,1
24440,63242.0,50584.0,0.0,0.0,66.0,66.0,,1.0,0.0,1.0,0.0,deny,0,1
50805,27997.0,80.0,36977.0,80.0,3683.0,591.0,3092.0,11.0,45.0,6.0,5.0,allow,0,0
25158,49689.0,,,53.0,812.0,110.0,,2.0,30.0,1.0,1.0,allow,0,3
27696,,21247.0,0.0,0.0,62.0,,0.0,1.0,0.0,,0.0,deny,0,3
48967,64538.0,53.0,57273.0,53.0,,102.0,92.0,2.0,30.0,1.0,1.0,allow,0,1
11834,6881.0,,42052.0,35179.0,228.0,,110.0,2.0,1199.0,,1.0,allow,0,3
56628,,53.0,,53.0,179.0,,,2.0,30.0,1.0,,allow,0,5
884,55354.0,53.0,24160.0,53.0,,94.0,74.0,2.0,30.0,1.0,1.0,allow,0,1
40408,49704.0,80.0,31664.0,80.0,217502.0,,210905.0,211.0,,62.0,149.0,allow,0,2
34895,58809.0,445.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,deny,0,2
58958,49418.0,,34441.0,27016.0,263.0,78.0,185.0,2.0,29.0,,1.0,allow,0,2
35526,35556.0,443.0,19765.0,443.0,2988.0,,,,255.0,9.0,,allow,0,4
50600,,,25142.0,27016.0,883.0,,757.0,2.0,30.0,1.0,,allow,0,4
60799,56600.0,80.0,32176.0,,234.0,234.0,0.0,4.0,12.0,4.0,0.0,allow,0,1
57928,48556.0,80.0,48556.0,80.0,19225.0,817.0,,29.0,,13.0,16.0,allow,0,2
26592,60811.0,445.0,0.0,,70.0,70.0,0.0,,,,0.0,drop,0,4
3824,,80.0,12497.0,80.0,40645.0,6133.0,34512.0,66.0,,33.0,33.0,allow,0,2
23036,64214.0,53.0,,,337.0,106.0,231.0,4.0,43.0,2.0,,allow,0,3
60263,56395.0,445.0,0.0,0.0,,70.0,0.0,1.0,0.0,,,drop,0,3
17928,63186.0,445.0,0.0,0.0,66.0,66.0,,1.0,0.0,1.0,0.0,drop,0,1
34269,,443.0,22952.0,443.0,1537.0,934.0,603.0,,32.0,7.0,7.0,allow,0,2
42184,61403.0,,0.0,0.0,70.0,70.0,0.0,,0.0,1.0,0.0,drop,0,2
20726,62413.0,445.0,0.0,0.0,70.0,,,1.0,0.0,1.0,0.0,drop,0,2
57331,42252.0,33303.0,0.0,0.0,60.0,60.0,0.0,,0.0,1.0,0.0,deny,0,1
15535,63556.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,,1.0,0.0,drop,0,1
23367,1882.0,43890.0,0.0,0.0,,62.0,,1.0,0.0,1.0,,deny,0,3
63174,50994.0,445.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,drop,0,0
59956,51881.0,,,0.0,,66.0,0.0,1.0,0.0,1.0,0.0,drop,0,3
35652,63206.0,,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,1
44343,55844.0,,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,1
62170,50864.0,443.0,18823.0,443.0,,1556.0,5107.0,21.0,132.0,10.0,11.0,allow,0,1
36952,50622.0,53.0,8191.0,53.0,177.0,94.0,83.0,2.0,31.0,1.0,1.0,allow,0,0
52277,51491.0,443.0,61886.0,443.0,343.0,163.0,180.0,,15.0,3.0,3.0,allow,0,1
57571,,443.0,50931.0,443.0,4462.0,2023.0,2439.0,33.0,,17.0,16.0,allow,0,2
29132,64877.0,445.0,0.0,0.0,70.0,70.0,0.0,,0.0,1.0,0.0,drop,0,1
31675,64911.0,53.0,61645.0,53.0,202.0,,99.0,2.0,31.0,1.0,1.0,allow,0,1
54882,27350.0,80.0,31798.0,80.0,3943.0,1809.0,,21.0,82.0,,10.0,allow,0,2
59970,17750.0,6881.0,6103.0,,,149.0,0.0,1.0,1200.0,,,allow,0,4
30470,,445.0,,,,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,4
51781,,445.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,,0.0,drop,0,2
21926,63895.0,44847.0,0.0,0.0,62.0,62.0,0.0,,0.0,1.0,0.0,deny,0,1
17648,37613.0,443.0,,443.0,,,6925.0,28.0,47.0,16.0,12.0,allow,0,3
27820,60444.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,0
17063,56403.0,51505.0,0.0,0.0,66.0,,,1.0,,1.0,0.0,deny,0,3
42966,63855.0,29799.0,24538.0,29799.0,66.0,66.0,0.0,2.0,8.0,2.0,0.0,allow,0,0
37248,49738.0,53.0,,53.0,215.0,102.0,113.0,2.0,30.0,,1.0,allow,0,2
38156,62548.0,,,0.0,70.0,70.0,0.0,1.0,,1.0,0.0,drop,0,3
51138,54125.0,443.0,54125.0,443.0,65572.0,,50698.0,92.0,84.0,48.0,44.0,allow,0,1
10817,,53.0,43263.0,,183.0,94.0,,2.0,30.0,,1.0,allow,0,4
22796,56309.0,22114.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny,0,0
11499,54142.0,7000.0,54142.0,7000.0,4067.0,1750.0,2317.0,16.0,,9.0,7.0,allow,0,1
47535,55042.0,445.0,0.0,0.0,70.0,,0.0,1.0,0.0,1.0,0.0,drop,0,1
51452,53807.0,445.0,0.0,,70.0,70.0,,1.0,0.0,1.0,0.0,drop,0,2
12901,,,11973.0,42103.0,,150.0,352.0,,1200.0,1.0,1.0,allow,0,4
22694,60947.0,,46012.0,443.0,1373.0,,,14.0,,8.0,6.0,allow,0,4
53377,56679.0,51505.0,0.0,0.0,146.0,,,1.0,0.0,1.0,0.0,deny,0,2
18706,60117.0,50934.0,,,66.0,66.0,0.0,1.0,0.0,1.0,,deny,0,3
467,64093.0,64828.0,53558.0,,70.0,70.0,0.0,1.0,4.0,1.0,0.0,allow,0,1
22330,57470.0,51413.0,34007.0,51413.0,460.0,150.0,310.0,2.0,1199.0,,1.0,allow,0,1
52613,,53.0,4846.0,53.0,195.0,102.0,93.0,2.0,,1.0,1.0,allow,0,2
19459,,443.0,16774.0,443.0,5166.0,,4466.0,,16.0,,9.0,allow,0,4
42145,21459.0,23.0,0.0,0.0,,60.0,0.0,1.0,,1.0,0.0,deny,0,2
28012,65220.0,445.0,,0.0,70.0,70.0,0.0,,,1.0,0.0,drop,0,3
5488,50928.0,80.0,36754.0,,875.0,518.0,,,75.0,6.0,,allow,0,4
64816,50392.0,443.0,55310.0,443.0,1125.0,595.0,530.0,12.0,,,6.0,allow,0,2
52484,,445.0,,0.0,70.0,70.0,0.0,1.0,0.0,,0.0,drop,0,3
14579,,445.0,0.0,0.0,70.0,,0.0,1.0,0.0,1.0,,drop,0,3
64898,,53.0,57817.0,,181.0,,87.0,,,,1.0,allow,0,6
18234,49631.0,,56350.0,53.0,198.0,,96.0,,30.0,1.0,1.0,allow,0,3
34077,60138.0,443.0,,443.0,2993.0,1992.0,1001.0,16.0,15.0,,8.0,allow,0,2
44459,11044.0,443.0,11044.0,,6981.0,,6033.0,,27.0,,7.0,allow,0,4
32518,51949.0,5484.0,1068.0,5484.0,70.0,70.0,0.0,,8.0,2.0,0.0,allow,0,1
